Mes y año	Comarca código	Comarca nombre	Sector de actividad	Afiliaciones en alta	Sexo
Diciembre 2015	15	Ribera Alta del Ebro	Construcción	67	Mujeres
Diciembre 2015	15	Ribera Alta del Ebro	Servicios	3233	Hombres
Diciembre 2015	15	Ribera Alta del Ebro	Servicios	2675	Mujeres
Diciembre 2015	16	Valdejalón	Agricultura, ganadería y pesca	1682	Hombres
Diciembre 2015	16	Valdejalón	Agricultura, ganadería y pesca	386	Mujeres
Diciembre 2015	16	Valdejalón	Industria y energía	3123	Hombres
Diciembre 2015	16	Valdejalón	Industria y energía	1340	Mujeres
Diciembre 2015	16	Valdejalón	Construcción	755	Hombres
Diciembre 2015	16	Valdejalón	Construcción	88	Mujeres
Diciembre 2015	16	Valdejalón	Servicios	2688	Hombres
Diciembre 2015	16	Valdejalón	Servicios	2441	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Agricultura, ganadería y pesca	2002	Hombres
Diciembre 2015	17	D.C. Zaragoza	Agricultura, ganadería y pesca	711	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Industria y energía	33158	Hombres
Diciembre 2015	17	D.C. Zaragoza	Industria y energía	10181	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Construcción	12660	Hombres
Diciembre 2015	17	D.C. Zaragoza	Construcción	1937	Mujeres
Diciembre 2015	17	D.C. Zaragoza	Servicios	103335	Hombres
Diciembre 2015	17	D.C. Zaragoza	Servicios	138794	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	374	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	146	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Industria y energía	850	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Industria y energía	262	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Construcción	175	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Construcción	10	Mujeres
Diciembre 2015	18	Ribera Baja del Ebro	Servicios	544	Hombres
Diciembre 2015	18	Ribera Baja del Ebro	Servicios	979	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	1489	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	304	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	237	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	165	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	286	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	27	Mujeres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	887	Hombres
Diciembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	1448	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	1171	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	218	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Industria y energía	778	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Industria y energía	351	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Construcción	589	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Construcción	54	Mujeres
Diciembre 2015	20	Comunidad de Calatayud	Servicios	2980	Hombres
Diciembre 2015	20	Comunidad de Calatayud	Servicios	3660	Mujeres
Diciembre 2015	21	Campo de Cariñena	Agricultura, ganadería y pesca	839	Hombres
Diciembre 2015	21	Campo de Cariñena	Agricultura, ganadería y pesca	170	Mujeres
Diciembre 2015	21	Campo de Cariñena	Industria y energía	1372	Hombres
Diciembre 2015	21	Campo de Cariñena	Industria y energía	368	Mujeres
Diciembre 2015	21	Campo de Cariñena	Construcción	187	Hombres
Diciembre 2015	21	Campo de Cariñena	Construcción	21	Mujeres
Diciembre 2015	21	Campo de Cariñena	Servicios	512	Hombres
Diciembre 2015	21	Campo de Cariñena	Servicios	721	Mujeres
Diciembre 2015	22	Campo de Belchite	Agricultura, ganadería y pesca	281	Hombres
Diciembre 2015	22	Campo de Belchite	Agricultura, ganadería y pesca	73	Mujeres
Diciembre 2015	22	Campo de Belchite	Industria y energía	149	Hombres
Diciembre 2015	22	Campo de Belchite	Industria y energía	66	Mujeres
Diciembre 2015	22	Campo de Belchite	Construcción	62	Hombres
Diciembre 2015	22	Campo de Belchite	Construcción	5	Mujeres
Diciembre 2015	22	Campo de Belchite	Servicios	240	Hombres
Diciembre 2015	22	Campo de Belchite	Servicios	292	Mujeres
Diciembre 2015	23	Bajo Martín	Agricultura, ganadería y pesca	326	Hombres
Diciembre 2015	23	Bajo Martín	Agricultura, ganadería y pesca	95	Mujeres
Diciembre 2015	23	Bajo Martín	Industria y energía	652	Hombres
Diciembre 2015	23	Bajo Martín	Industria y energía	193	Mujeres
Diciembre 2015	23	Bajo Martín	Construcción	148	Hombres
Diciembre 2015	23	Bajo Martín	Construcción	14	Mujeres
Diciembre 2015	23	Bajo Martín	Servicios	578	Hombres
Diciembre 2015	23	Bajo Martín	Servicios	400	Mujeres
Diciembre 2015	24	Campo de Daroca	Agricultura, ganadería y pesca	446	Hombres
Diciembre 2015	24	Campo de Daroca	Agricultura, ganadería y pesca	129	Mujeres
Diciembre 2015	24	Campo de Daroca	Industria y energía	123	Hombres
Diciembre 2015	24	Campo de Daroca	Industria y energía	59	Mujeres
Diciembre 2015	24	Campo de Daroca	Construcción	109	Hombres
Diciembre 2015	24	Campo de Daroca	Construcción	6	Mujeres
Diciembre 2015	24	Campo de Daroca	Servicios	511	Hombres
Diciembre 2015	24	Campo de Daroca	Servicios	446	Mujeres
Diciembre 2015	25	Jiloca	Agricultura, ganadería y pesca	590	Hombres
Diciembre 2015	25	Jiloca	Agricultura, ganadería y pesca	215	Mujeres
Diciembre 2015	25	Jiloca	Industria y energía	597	Hombres
Diciembre 2015	25	Jiloca	Industria y energía	245	Mujeres
Diciembre 2015	25	Jiloca	Construcción	306	Hombres
Diciembre 2015	25	Jiloca	Construcción	19	Mujeres
Diciembre 2015	25	Jiloca	Servicios	624	Hombres
Diciembre 2015	25	Jiloca	Servicios	969	Mujeres
Diciembre 2015	26	Cuencas Mineras	Agricultura, ganadería y pesca	204	Hombres
Diciembre 2015	26	Cuencas Mineras	Agricultura, ganadería y pesca	67	Mujeres
Diciembre 2015	26	Cuencas Mineras	Industria y energía	608	Hombres
Diciembre 2015	26	Cuencas Mineras	Industria y energía	211	Mujeres
Diciembre 2015	26	Cuencas Mineras	Construcción	192	Hombres
Diciembre 2015	26	Cuencas Mineras	Construcción	9	Mujeres
Diciembre 2015	26	Cuencas Mineras	Servicios	397	Hombres
Diciembre 2015	26	Cuencas Mineras	Servicios	577	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	160	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	36	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Industria y energía	821	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Industria y energía	123	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Construcción	219	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Construcción	16	Mujeres
Diciembre 2015	27	Andorra-Sierra de Arcos	Servicios	590	Hombres
Diciembre 2015	27	Andorra-Sierra de Arcos	Servicios	807	Mujeres
Diciembre 2015	28	Bajo Aragón	Agricultura, ganadería y pesca	922	Hombres
Diciembre 2015	28	Bajo Aragón	Agricultura, ganadería y pesca	363	Mujeres
Diciembre 2015	28	Bajo Aragón	Industria y energía	1020	Hombres
Diciembre 2015	28	Bajo Aragón	Industria y energía	334	Mujeres
Diciembre 2015	28	Bajo Aragón	Construcción	983	Hombres
Diciembre 2015	28	Bajo Aragón	Construcción	97	Mujeres
Diciembre 2015	28	Bajo Aragón	Servicios	2403	Hombres
Diciembre 2015	28	Bajo Aragón	Servicios	3528	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Agricultura, ganadería y pesca	866	Hombres
Diciembre 2015	29	Comunidad de Teruel	Agricultura, ganadería y pesca	273	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Industria y energía	2124	Hombres
Diciembre 2015	29	Comunidad de Teruel	Industria y energía	415	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Construcción	1222	Hombres
Diciembre 2015	29	Comunidad de Teruel	Construcción	131	Mujeres
Diciembre 2015	29	Comunidad de Teruel	Servicios	7266	Hombres
Diciembre 2015	29	Comunidad de Teruel	Servicios	9731	Mujeres
Diciembre 2015	30	Maestrazgo	Agricultura, ganadería y pesca	240	Hombres
Diciembre 2015	30	Maestrazgo	Agricultura, ganadería y pesca	78	Mujeres
Diciembre 2015	30	Maestrazgo	Industria y energía	82	Hombres
Diciembre 2015	30	Maestrazgo	Industria y energía	22	Mujeres
Diciembre 2015	30	Maestrazgo	Construcción	111	Hombres
Diciembre 2015	30	Maestrazgo	Construcción	3	Mujeres
Diciembre 2015	30	Maestrazgo	Servicios	197	Hombres
Diciembre 2015	30	Maestrazgo	Servicios	259	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Agricultura, ganadería y pesca	183	Hombres
Diciembre 2015	31	Sierra de Albarracín	Agricultura, ganadería y pesca	61	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Industria y energía	80	Hombres
Diciembre 2015	31	Sierra de Albarracín	Industria y energía	24	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Construcción	130	Hombres
Diciembre 2015	31	Sierra de Albarracín	Construcción	5	Mujeres
Diciembre 2015	31	Sierra de Albarracín	Servicios	263	Hombres
Diciembre 2015	31	Sierra de Albarracín	Servicios	375	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	315	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	82	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Industria y energía	431	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Industria y energía	124	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Construcción	379	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Construcción	26	Mujeres
Diciembre 2015	32	Gúdar-Javalambre	Servicios	578	Hombres
Diciembre 2015	32	Gúdar-Javalambre	Servicios	811	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	719	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	303	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Industria y energía	367	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Industria y energía	173	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Construcción	317	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Construcción	18	Mujeres
Diciembre 2015	33	Matarraña / Matarranya	Servicios	485	Hombres
Diciembre 2015	33	Matarraña / Matarranya	Servicios	754	Mujeres
Septiembre 2015	01	La Jacetania	Agricultura, ganadería y pesca	367	Hombres
Septiembre 2015	01	La Jacetania	Agricultura, ganadería y pesca	46	Mujeres
Septiembre 2015	01	La Jacetania	Industria y energía	275	Hombres
Septiembre 2015	01	La Jacetania	Industria y energía	56	Mujeres
Septiembre 2015	01	La Jacetania	Construcción	492	Hombres
Septiembre 2015	01	La Jacetania	Construcción	48	Mujeres
Septiembre 2015	01	La Jacetania	Servicios	1734	Hombres
Septiembre 2015	01	La Jacetania	Servicios	2387	Mujeres
Septiembre 2015	02	Alto Gállego	Agricultura, ganadería y pesca	146	Hombres
Septiembre 2015	02	Alto Gállego	Agricultura, ganadería y pesca	38	Mujeres
Septiembre 2015	02	Alto Gállego	Industria y energía	677	Hombres
Septiembre 2015	02	Alto Gállego	Industria y energía	285	Mujeres
Septiembre 2015	02	Alto Gállego	Construcción	471	Hombres
Septiembre 2015	02	Alto Gállego	Construcción	52	Mujeres
Septiembre 2015	02	Alto Gállego	Servicios	1284	Hombres
Septiembre 2015	02	Alto Gállego	Servicios	1312	Mujeres
Septiembre 2015	03	Sobrarbe	Agricultura, ganadería y pesca	296	Hombres
Septiembre 2015	03	Sobrarbe	Agricultura, ganadería y pesca	62	Mujeres
Septiembre 2015	03	Sobrarbe	Industria y energía	105	Hombres
Septiembre 2015	03	Sobrarbe	Industria y energía	27	Mujeres
Septiembre 2015	03	Sobrarbe	Construcción	346	Hombres
Septiembre 2015	03	Sobrarbe	Construcción	23	Mujeres
Septiembre 2015	03	Sobrarbe	Servicios	772	Hombres
Septiembre 2015	03	Sobrarbe	Servicios	1084	Mujeres
Septiembre 2015	04	La Ribagorza	Agricultura, ganadería y pesca	683	Hombres
Septiembre 2015	04	La Ribagorza	Agricultura, ganadería y pesca	147	Mujeres
Septiembre 2015	04	La Ribagorza	Industria y energía	211	Hombres
Septiembre 2015	04	La Ribagorza	Industria y energía	98	Mujeres
Septiembre 2015	04	La Ribagorza	Construcción	479	Hombres
Septiembre 2015	04	La Ribagorza	Construcción	36	Mujeres
Septiembre 2015	04	La Ribagorza	Servicios	1105	Hombres
Septiembre 2015	04	La Ribagorza	Servicios	1552	Mujeres
Septiembre 2015	05	Cinco Villas	Agricultura, ganadería y pesca	2402	Hombres
Septiembre 2015	05	Cinco Villas	Agricultura, ganadería y pesca	491	Mujeres
Septiembre 2015	05	Cinco Villas	Industria y energía	1574	Hombres
Septiembre 2015	05	Cinco Villas	Industria y energía	806	Mujeres
Septiembre 2015	05	Cinco Villas	Construcción	760	Hombres
Septiembre 2015	05	Cinco Villas	Construcción	76	Mujeres
Septiembre 2015	05	Cinco Villas	Servicios	2112	Hombres
Septiembre 2015	05	Cinco Villas	Servicios	2658	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	1700	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	324	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Industria y energía	2009	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Industria y energía	489	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Construcción	1851	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Construcción	193	Mujeres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Servicios	10025	Hombres
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Servicios	14794	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Agricultura, ganadería y pesca	865	Hombres
Septiembre 2015	07	Somontano de Barbastro	Agricultura, ganadería y pesca	184	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Industria y energía	1243	Hombres
Septiembre 2015	07	Somontano de Barbastro	Industria y energía	364	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Construcción	569	Hombres
Septiembre 2015	07	Somontano de Barbastro	Construcción	61	Mujeres
Septiembre 2015	07	Somontano de Barbastro	Servicios	2249	Hombres
Septiembre 2015	07	Somontano de Barbastro	Servicios	3602	Mujeres
Septiembre 2015	08	Cinca Medio	Agricultura, ganadería y pesca	1050	Hombres
Septiembre 2015	08	Cinca Medio	Agricultura, ganadería y pesca	251	Mujeres
Septiembre 2015	08	Cinca Medio	Industria y energía	1717	Hombres
Septiembre 2015	08	Cinca Medio	Industria y energía	456	Mujeres
Septiembre 2015	08	Cinca Medio	Construcción	617	Hombres
Septiembre 2015	08	Cinca Medio	Construcción	56	Mujeres
Septiembre 2015	08	Cinca Medio	Servicios	1892	Hombres
Septiembre 2015	08	Cinca Medio	Servicios	2399	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Agricultura, ganadería y pesca	1366	Hombres
Septiembre 2015	09	La Litera / La Llitera	Agricultura, ganadería y pesca	335	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Industria y energía	1511	Hombres
Septiembre 2015	09	La Litera / La Llitera	Industria y energía	351	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Construcción	657	Hombres
Septiembre 2015	09	La Litera / La Llitera	Construcción	81	Mujeres
Septiembre 2015	09	La Litera / La Llitera	Servicios	1358	Hombres
Septiembre 2015	09	La Litera / La Llitera	Servicios	1736	Mujeres
Septiembre 2015	10	Los Monegros	Agricultura, ganadería y pesca	1933	Hombres
Septiembre 2015	10	Los Monegros	Agricultura, ganadería y pesca	529	Mujeres
Septiembre 2015	10	Los Monegros	Industria y energía	522	Hombres
Septiembre 2015	10	Los Monegros	Industria y energía	160	Mujeres
Septiembre 2015	10	Los Monegros	Construcción	564	Hombres
Septiembre 2015	10	Los Monegros	Construcción	49	Mujeres
Septiembre 2015	10	Los Monegros	Servicios	1064	Hombres
Septiembre 2015	10	Los Monegros	Servicios	1227	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	2441	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	645	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Industria y energía	1182	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Industria y energía	591	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Construcción	647	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Construcción	66	Mujeres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Servicios	2164	Hombres
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Servicios	2802	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	217	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	56	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Industria y energía	683	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Industria y energía	410	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Construcción	243	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Construcción	26	Mujeres
Septiembre 2015	12	Tarazona y el Moncayo	Servicios	974	Hombres
Septiembre 2015	12	Tarazona y el Moncayo	Servicios	1071	Mujeres
Septiembre 2015	13	Campo de Borja	Agricultura, ganadería y pesca	713	Hombres
Septiembre 2015	13	Campo de Borja	Agricultura, ganadería y pesca	179	Mujeres
Septiembre 2015	13	Campo de Borja	Industria y energía	744	Hombres
Septiembre 2015	13	Campo de Borja	Industria y energía	504	Mujeres
Septiembre 2015	13	Campo de Borja	Construcción	292	Hombres
Septiembre 2015	13	Campo de Borja	Construcción	15	Mujeres
Septiembre 2015	13	Campo de Borja	Servicios	866	Hombres
Septiembre 2015	13	Campo de Borja	Servicios	1565	Mujeres
Septiembre 2015	14	Aranda	Agricultura, ganadería y pesca	127	Hombres
Septiembre 2015	14	Aranda	Agricultura, ganadería y pesca	23	Mujeres
Septiembre 2015	14	Aranda	Industria y energía	623	Hombres
Septiembre 2015	14	Aranda	Industria y energía	327	Mujeres
Septiembre 2015	14	Aranda	Construcción	116	Hombres
Septiembre 2015	14	Aranda	Construcción	8	Mujeres
Septiembre 2015	14	Aranda	Servicios	383	Hombres
Septiembre 2015	14	Aranda	Servicios	348	Mujeres
Septiembre 2015	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	789	Hombres
Septiembre 2015	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	289	Mujeres
Septiembre 2015	15	Ribera Alta del Ebro	Industria y energía	8747	Hombres
Septiembre 2015	15	Ribera Alta del Ebro	Industria y energía	1559	Mujeres
Septiembre 2015	15	Ribera Alta del Ebro	Construcción	849	Hombres
Septiembre 2015	15	Ribera Alta del Ebro	Construcción	74	Mujeres
Septiembre 2015	15	Ribera Alta del Ebro	Servicios	3278	Hombres
Septiembre 2015	15	Ribera Alta del Ebro	Servicios	2623	Mujeres
Septiembre 2015	16	Valdejalón	Agricultura, ganadería y pesca	2244	Hombres
Septiembre 2015	16	Valdejalón	Agricultura, ganadería y pesca	688	Mujeres
Septiembre 2015	16	Valdejalón	Industria y energía	3075	Hombres
Septiembre 2015	16	Valdejalón	Industria y energía	1361	Mujeres
Septiembre 2015	16	Valdejalón	Construcción	813	Hombres
Septiembre 2015	16	Valdejalón	Construcción	91	Mujeres
Septiembre 2015	16	Valdejalón	Servicios	2777	Hombres
Septiembre 2015	16	Valdejalón	Servicios	2607	Mujeres
Septiembre 2015	17	D.C. Zaragoza	Agricultura, ganadería y pesca	2424	Hombres
Septiembre 2015	17	D.C. Zaragoza	Agricultura, ganadería y pesca	804	Mujeres
Septiembre 2015	17	D.C. Zaragoza	Industria y energía	33356	Hombres
Septiembre 2015	17	D.C. Zaragoza	Industria y energía	10239	Mujeres
Septiembre 2015	17	D.C. Zaragoza	Construcción	13082	Hombres
Septiembre 2015	17	D.C. Zaragoza	Construcción	1904	Mujeres
Septiembre 2015	17	D.C. Zaragoza	Servicios	102813	Hombres
Septiembre 2015	17	D.C. Zaragoza	Servicios	134293	Mujeres
Septiembre 2015	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	458	Hombres
Septiembre 2015	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	161	Mujeres
Septiembre 2015	18	Ribera Baja del Ebro	Industria y energía	938	Hombres
Septiembre 2015	18	Ribera Baja del Ebro	Industria y energía	262	Mujeres
Septiembre 2015	18	Ribera Baja del Ebro	Construcción	181	Hombres
Septiembre 2015	18	Ribera Baja del Ebro	Construcción	9	Mujeres
Septiembre 2015	18	Ribera Baja del Ebro	Servicios	528	Hombres
Septiembre 2015	18	Ribera Baja del Ebro	Servicios	929	Mujeres
Septiembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	1706	Hombres
Septiembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	434	Mujeres
Septiembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	252	Hombres
