Municipio código	Municipio nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
22019	Alerre	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	4
22020	Alfántega	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	12
22020	Alfántega	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	1
22020	Alfántega	Hombres	Industria y energía	04	Textil y calzado	1
22020	Alfántega	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
22020	Alfántega	Hombres	Industria y energía	07	Metal	5
22020	Alfántega	Hombres	Construcción	09	Construcción	3
22020	Alfántega	Hombres	Servicios	10	Comercio y reparación	1
22020	Alfántega	Hombres	Servicios	11	Hostelería	2
22020	Alfántega	Hombres	Servicios	12	Transporte y comunicaciones	3
22020	Alfántega	Hombres	Servicios	15	Educación	1
22020	Alfántega	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
22020	Alfántega	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
22020	Alfántega	Mujeres	Servicios	10	Comercio y reparación	3
22020	Alfántega	Mujeres	Servicios	11	Hostelería	1
22021	Almudévar	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	153
22021	Almudévar	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	7
22021	Almudévar	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	14
22021	Almudévar	Hombres	Industria y energía	04	Textil y calzado	1
22021	Almudévar	Hombres	Industria y energía	05	Madera y papel	1
22021	Almudévar	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	30
22021	Almudévar	Hombres	Industria y energía	07	Metal	99
22021	Almudévar	Hombres	Industria y energía	08	Manufactureras diversas	3
22021	Almudévar	Hombres	Construcción	09	Construcción	89
22021	Almudévar	Hombres	Servicios	10	Comercio y reparación	51
22021	Almudévar	Hombres	Servicios	11	Hostelería	18
22021	Almudévar	Hombres	Servicios	12	Transporte y comunicaciones	34
22021	Almudévar	Hombres	Servicios	13	Finanzas y servicios a empresas	24
22021	Almudévar	Hombres	Servicios	14	Administración pública	60
22021	Almudévar	Hombres	Servicios	15	Educación	15
22021	Almudévar	Hombres	Servicios	16	Sanidad	6
22021	Almudévar	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	11
22021	Almudévar	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	12
22021	Almudévar	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
22021	Almudévar	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	12
22021	Almudévar	Mujeres	Industria y energía	04	Textil y calzado	1
22021	Almudévar	Mujeres	Industria y energía	05	Madera y papel	1
22021	Almudévar	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
22021	Almudévar	Mujeres	Industria y energía	07	Metal	9
22021	Almudévar	Mujeres	Construcción	09	Construcción	5
22021	Almudévar	Mujeres	Servicios	10	Comercio y reparación	65
22021	Almudévar	Mujeres	Servicios	11	Hostelería	22
22021	Almudévar	Mujeres	Servicios	12	Transporte y comunicaciones	5
22021	Almudévar	Mujeres	Servicios	13	Finanzas y servicios a empresas	26
22021	Almudévar	Mujeres	Servicios	14	Administración pública	34
22021	Almudévar	Mujeres	Servicios	15	Educación	24
22021	Almudévar	Mujeres	Servicios	16	Sanidad	42
22021	Almudévar	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	17
22022	Almunia de San Juan	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	26
22022	Almunia de San Juan	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	2
22022	Almunia de San Juan	Hombres	Industria y energía	05	Madera y papel	1
22022	Almunia de San Juan	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	26
22022	Almunia de San Juan	Hombres	Industria y energía	07	Metal	43
22022	Almunia de San Juan	Hombres	Industria y energía	08	Manufactureras diversas	4
22022	Almunia de San Juan	Hombres	Construcción	09	Construcción	40
22022	Almunia de San Juan	Hombres	Servicios	10	Comercio y reparación	9
22022	Almunia de San Juan	Hombres	Servicios	11	Hostelería	3
22022	Almunia de San Juan	Hombres	Servicios	12	Transporte y comunicaciones	5
22022	Almunia de San Juan	Hombres	Servicios	13	Finanzas y servicios a empresas	2
22022	Almunia de San Juan	Hombres	Servicios	14	Administración pública	7
22022	Almunia de San Juan	Hombres	Servicios	15	Educación	3
22022	Almunia de San Juan	Hombres	Servicios	16	Sanidad	3
22022	Almunia de San Juan	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
22022	Almunia de San Juan	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
22022	Almunia de San Juan	Mujeres	Industria y energía	04	Textil y calzado	1
22022	Almunia de San Juan	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	4
22022	Almunia de San Juan	Mujeres	Industria y energía	07	Metal	7
22022	Almunia de San Juan	Mujeres	Construcción	09	Construcción	2
22022	Almunia de San Juan	Mujeres	Servicios	10	Comercio y reparación	13
22022	Almunia de San Juan	Mujeres	Servicios	11	Hostelería	3
22022	Almunia de San Juan	Mujeres	Servicios	13	Finanzas y servicios a empresas	6
22022	Almunia de San Juan	Mujeres	Servicios	14	Administración pública	5
22022	Almunia de San Juan	Mujeres	Servicios	15	Educación	7
22022	Almunia de San Juan	Mujeres	Servicios	16	Sanidad	5
22022	Almunia de San Juan	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
22023	Almuniente	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	63
22023	Almuniente	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	7
22023	Almuniente	Hombres	Industria y energía	05	Madera y papel	1
22023	Almuniente	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
22023	Almuniente	Hombres	Industria y energía	07	Metal	12
22023	Almuniente	Hombres	Construcción	09	Construcción	54
22023	Almuniente	Hombres	Servicios	10	Comercio y reparación	15
22023	Almuniente	Hombres	Servicios	11	Hostelería	2
22023	Almuniente	Hombres	Servicios	12	Transporte y comunicaciones	10
22023	Almuniente	Hombres	Servicios	13	Finanzas y servicios a empresas	3
22023	Almuniente	Hombres	Servicios	14	Administración pública	11
22023	Almuniente	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
22023	Almuniente	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
22023	Almuniente	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	10
22023	Almuniente	Mujeres	Construcción	09	Construcción	2
22023	Almuniente	Mujeres	Servicios	10	Comercio y reparación	14
22023	Almuniente	Mujeres	Servicios	11	Hostelería	6
22023	Almuniente	Mujeres	Servicios	12	Transporte y comunicaciones	2
22023	Almuniente	Mujeres	Servicios	13	Finanzas y servicios a empresas	6
22023	Almuniente	Mujeres	Servicios	14	Administración pública	6
22023	Almuniente	Mujeres	Servicios	15	Educación	4
22023	Almuniente	Mujeres	Servicios	16	Sanidad	10
22023	Almuniente	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	7
22024	Alquézar	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	24
22024	Alquézar	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	2
22024	Alquézar	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
22024	Alquézar	Hombres	Industria y energía	07	Metal	3
22024	Alquézar	Hombres	Industria y energía	08	Manufactureras diversas	1
22024	Alquézar	Hombres	Construcción	09	Construcción	8
22024	Alquézar	Hombres	Servicios	10	Comercio y reparación	9
22024	Alquézar	Hombres	Servicios	11	Hostelería	17
22024	Alquézar	Hombres	Servicios	12	Transporte y comunicaciones	1
22024	Alquézar	Hombres	Servicios	14	Administración pública	5
22024	Alquézar	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
22024	Alquézar	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
22024	Alquézar	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
22024	Alquézar	Mujeres	Industria y energía	04	Textil y calzado	1
22024	Alquézar	Mujeres	Servicios	10	Comercio y reparación	6
22024	Alquézar	Mujeres	Servicios	11	Hostelería	13
22024	Alquézar	Mujeres	Servicios	12	Transporte y comunicaciones	2
22024	Alquézar	Mujeres	Servicios	14	Administración pública	2
22024	Alquézar	Mujeres	Servicios	15	Educación	4
22024	Alquézar	Mujeres	Servicios	16	Sanidad	2
22024	Alquézar	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
22025	Altorricón	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	172
22025	Altorricón	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	1
22025	Altorricón	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	13
22025	Altorricón	Hombres	Industria y energía	04	Textil y calzado	3
22025	Altorricón	Hombres	Industria y energía	05	Madera y papel	2
22025	Altorricón	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	12
22025	Altorricón	Hombres	Industria y energía	07	Metal	10
22025	Altorricón	Hombres	Industria y energía	08	Manufactureras diversas	5
22025	Altorricón	Hombres	Construcción	09	Construcción	94
22025	Altorricón	Hombres	Servicios	10	Comercio y reparación	30
22025	Altorricón	Hombres	Servicios	11	Hostelería	9
22025	Altorricón	Hombres	Servicios	12	Transporte y comunicaciones	19
22025	Altorricón	Hombres	Servicios	13	Finanzas y servicios a empresas	11
22025	Altorricón	Hombres	Servicios	14	Administración pública	13
22025	Altorricón	Hombres	Servicios	15	Educación	6
22025	Altorricón	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
22025	Altorricón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	29
22025	Altorricón	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	8
22025	Altorricón	Mujeres	Industria y energía	04	Textil y calzado	29
22025	Altorricón	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	4
22025	Altorricón	Mujeres	Industria y energía	07	Metal	2
22025	Altorricón	Mujeres	Construcción	09	Construcción	4
22025	Altorricón	Mujeres	Servicios	10	Comercio y reparación	26
22025	Altorricón	Mujeres	Servicios	11	Hostelería	12
22025	Altorricón	Mujeres	Servicios	12	Transporte y comunicaciones	3
22025	Altorricón	Mujeres	Servicios	13	Finanzas y servicios a empresas	19
22025	Altorricón	Mujeres	Servicios	14	Administración pública	19
22025	Altorricón	Mujeres	Servicios	15	Educación	16
22025	Altorricón	Mujeres	Servicios	16	Sanidad	17
22025	Altorricón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	19
22027	Angüés	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	32
22027	Angüés	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	1
22027	Angüés	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	3
22027	Angüés	Hombres	Industria y energía	04	Textil y calzado	1
22027	Angüés	Hombres	Industria y energía	07	Metal	5
22027	Angüés	Hombres	Construcción	09	Construcción	26
22027	Angüés	Hombres	Servicios	10	Comercio y reparación	8
22027	Angüés	Hombres	Servicios	11	Hostelería	3
22027	Angüés	Hombres	Servicios	12	Transporte y comunicaciones	10
22027	Angüés	Hombres	Servicios	13	Finanzas y servicios a empresas	3
22027	Angüés	Hombres	Servicios	14	Administración pública	11
22027	Angüés	Hombres	Servicios	16	Sanidad	1
22027	Angüés	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
22027	Angüés	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
22027	Angüés	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	4
22027	Angüés	Mujeres	Industria y energía	07	Metal	1
22027	Angüés	Mujeres	Construcción	09	Construcción	1
22027	Angüés	Mujeres	Servicios	10	Comercio y reparación	12
22027	Angüés	Mujeres	Servicios	11	Hostelería	5
22027	Angüés	Mujeres	Servicios	12	Transporte y comunicaciones	2
22027	Angüés	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
22027	Angüés	Mujeres	Servicios	14	Administración pública	4
22027	Angüés	Mujeres	Servicios	15	Educación	4
22027	Angüés	Mujeres	Servicios	16	Sanidad	14
22027	Angüés	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
22028	Ansó	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	37
22028	Ansó	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	1
22028	Ansó	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	4
22028	Ansó	Hombres	Industria y energía	05	Madera y papel	13
22028	Ansó	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
22028	Ansó	Hombres	Industria y energía	07	Metal	3
22028	Ansó	Hombres	Industria y energía	08	Manufactureras diversas	1
22028	Ansó	Hombres	Construcción	09	Construcción	23
22028	Ansó	Hombres	Servicios	10	Comercio y reparación	5
22028	Ansó	Hombres	Servicios	11	Hostelería	14
22028	Ansó	Hombres	Servicios	12	Transporte y comunicaciones	8
22028	Ansó	Hombres	Servicios	13	Finanzas y servicios a empresas	9
22028	Ansó	Hombres	Servicios	14	Administración pública	13
22028	Ansó	Hombres	Servicios	15	Educación	4
22028	Ansó	Hombres	Servicios	16	Sanidad	2
22028	Ansó	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
22028	Ansó	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
22028	Ansó	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
22028	Ansó	Mujeres	Industria y energía	05	Madera y papel	2
22028	Ansó	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
22028	Ansó	Mujeres	Industria y energía	07	Metal	1
22028	Ansó	Mujeres	Industria y energía	08	Manufactureras diversas	1
22028	Ansó	Mujeres	Servicios	10	Comercio y reparación	7
22028	Ansó	Mujeres	Servicios	11	Hostelería	14
22028	Ansó	Mujeres	Servicios	12	Transporte y comunicaciones	3
22028	Ansó	Mujeres	Servicios	13	Finanzas y servicios a empresas	5
22028	Ansó	Mujeres	Servicios	14	Administración pública	8
22028	Ansó	Mujeres	Servicios	15	Educación	5
22028	Ansó	Mujeres	Servicios	16	Sanidad	14
22028	Ansó	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
22029	Antillón	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	22
22029	Antillón	Hombres	Industria y energía	07	Metal	1
22029	Antillón	Hombres	Construcción	09	Construcción	5
22029	Antillón	Hombres	Servicios	10	Comercio y reparación	4
22029	Antillón	Hombres	Servicios	11	Hostelería	4
22029	Antillón	Hombres	Servicios	12	Transporte y comunicaciones	1
22029	Antillón	Hombres	Servicios	13	Finanzas y servicios a empresas	1
22029	Antillón	Hombres	Servicios	14	Administración pública	5
22029	Antillón	Hombres	Servicios	16	Sanidad	1
22029	Antillón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
22029	Antillón	Mujeres	Construcción	09	Construcción	1
22029	Antillón	Mujeres	Servicios	10	Comercio y reparación	1
22029	Antillón	Mujeres	Servicios	11	Hostelería	3
22029	Antillón	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
22029	Antillón	Mujeres	Servicios	14	Administración pública	1
22029	Antillón	Mujeres	Servicios	15	Educación	6
22029	Antillón	Mujeres	Servicios	16	Sanidad	4
22029	Antillón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
22032	Aragüés del Puerto	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
22032	Aragüés del Puerto	Hombres	Industria y energía	05	Madera y papel	2
22032	Aragüés del Puerto	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
22032	Aragüés del Puerto	Hombres	Industria y energía	07	Metal	3
22032	Aragüés del Puerto	Hombres	Construcción	09	Construcción	4
22032	Aragüés del Puerto	Hombres	Servicios	10	Comercio y reparación	2
22032	Aragüés del Puerto	Hombres	Servicios	11	Hostelería	2
22032	Aragüés del Puerto	Hombres	Servicios	13	Finanzas y servicios a empresas	6
22032	Aragüés del Puerto	Hombres	Servicios	14	Administración pública	5
22032	Aragüés del Puerto	Hombres	Servicios	15	Educación	2
22032	Aragüés del Puerto	Hombres	Servicios	16	Sanidad	1
22032	Aragüés del Puerto	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
22032	Aragüés del Puerto	Mujeres	Servicios	10	Comercio y reparación	4
22032	Aragüés del Puerto	Mujeres	Servicios	11	Hostelería	6
22032	Aragüés del Puerto	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
22032	Aragüés del Puerto	Mujeres	Servicios	14	Administración pública	1
22035	Arén	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	44
22035	Arén	Hombres	Construcción	09	Construcción	16
