Mes y año	Comarca código	Comarca nombre	Sexo	Nº parados
Diciembre 2015	20	Comunidad de Calatayud	Hombres	1435
Diciembre 2015	20	Comunidad de Calatayud	Mujeres	1450
Diciembre 2015	21	Campo de Cariñena	Hombres	263
Diciembre 2015	21	Campo de Cariñena	Mujeres	288
Diciembre 2015	22	Campo de Belchite	Hombres	104
Diciembre 2015	22	Campo de Belchite	Mujeres	98
Diciembre 2015	23	Bajo Martín	Hombres	186
Diciembre 2015	23	Bajo Martín	Mujeres	175
Diciembre 2015	24	Campo de Daroca	Hombres	99
Diciembre 2015	24	Campo de Daroca	Mujeres	97
Diciembre 2015	25	Jiloca	Hombres	344
Diciembre 2015	25	Jiloca	Mujeres	293
Diciembre 2015	26	Cuencas Mineras	Hombres	271
Diciembre 2015	26	Cuencas Mineras	Mujeres	312
Diciembre 2015	27	Andorra-Sierra de Arcos	Hombres	332
Diciembre 2015	27	Andorra-Sierra de Arcos	Mujeres	331
Diciembre 2015	28	Bajo Aragón	Hombres	955
Diciembre 2015	28	Bajo Aragón	Mujeres	1100
Diciembre 2015	29	Comunidad de Teruel	Hombres	1370
Diciembre 2015	29	Comunidad de Teruel	Mujeres	1544
Diciembre 2015	30	Maestrazgo	Hombres	79
Diciembre 2015	30	Maestrazgo	Mujeres	72
Diciembre 2015	31	Sierra de Albarracín	Hombres	127
Diciembre 2015	31	Sierra de Albarracín	Mujeres	108
Diciembre 2015	32	Gúdar-Javalambre	Hombres	234
Diciembre 2015	32	Gúdar-Javalambre	Mujeres	237
Diciembre 2015	33	Matarraña / Matarranya	Hombres	156
Diciembre 2015	33	Matarraña / Matarranya	Mujeres	170
Noviembre 2015	01	La Jacetania	Hombres	420
Noviembre 2015	01	La Jacetania	Mujeres	546
Noviembre 2015	02	Alto Gállego	Hombres	378
Noviembre 2015	02	Alto Gállego	Mujeres	400
Noviembre 2015	03	Sobrarbe	Hombres	176
Noviembre 2015	03	Sobrarbe	Mujeres	156
Noviembre 2015	04	La Ribagorza	Hombres	222
Noviembre 2015	04	La Ribagorza	Mujeres	262
Noviembre 2015	05	Cinco Villas	Hombres	790
Noviembre 2015	05	Cinco Villas	Mujeres	1179
Noviembre 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2002
Noviembre 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2200
Noviembre 2015	07	Somontano de Barbastro	Hombres	643
Noviembre 2015	07	Somontano de Barbastro	Mujeres	781
Noviembre 2015	08	Cinca Medio	Hombres	718
Noviembre 2015	08	Cinca Medio	Mujeres	884
Noviembre 2015	09	La Litera / La Llitera	Hombres	395
Noviembre 2015	09	La Litera / La Llitera	Mujeres	427
Noviembre 2015	10	Los Monegros	Hombres	358
Noviembre 2015	10	Los Monegros	Mujeres	392
Noviembre 2015	11	Bajo Cinca / Baix Cinca	Hombres	645
Noviembre 2015	11	Bajo Cinca / Baix Cinca	Mujeres	898
Noviembre 2015	12	Tarazona y el Moncayo	Hombres	410
Noviembre 2015	12	Tarazona y el Moncayo	Mujeres	673
Noviembre 2015	13	Campo de Borja	Hombres	366
Noviembre 2015	13	Campo de Borja	Mujeres	449
Noviembre 2015	14	Aranda	Hombres	203
Noviembre 2015	14	Aranda	Mujeres	290
Noviembre 2015	15	Ribera Alta del Ebro	Hombres	750
Noviembre 2015	15	Ribera Alta del Ebro	Mujeres	1137
Noviembre 2015	16	Valdejalón	Hombres	1011
Noviembre 2015	16	Valdejalón	Mujeres	1251
Noviembre 2015	17	D.C. Zaragoza	Hombres	24416
Noviembre 2015	17	D.C. Zaragoza	Mujeres	30995
Noviembre 2015	18	Ribera Baja del Ebro	Hombres	258
Noviembre 2015	18	Ribera Baja del Ebro	Mujeres	343
Noviembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	489
Noviembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	765
Noviembre 2015	20	Comunidad de Calatayud	Hombres	1408
Noviembre 2015	20	Comunidad de Calatayud	Mujeres	1461
Noviembre 2015	21	Campo de Cariñena	Hombres	252
Noviembre 2015	21	Campo de Cariñena	Mujeres	288
Noviembre 2015	22	Campo de Belchite	Hombres	109
Noviembre 2015	22	Campo de Belchite	Mujeres	101
Noviembre 2015	23	Bajo Martín	Hombres	163
Noviembre 2015	23	Bajo Martín	Mujeres	194
Noviembre 2015	24	Campo de Daroca	Hombres	99
Noviembre 2015	24	Campo de Daroca	Mujeres	104
Noviembre 2015	25	Jiloca	Hombres	329
Noviembre 2015	25	Jiloca	Mujeres	303
Noviembre 2015	26	Cuencas Mineras	Hombres	264
Noviembre 2015	26	Cuencas Mineras	Mujeres	319
Noviembre 2015	27	Andorra-Sierra de Arcos	Hombres	339
Noviembre 2015	27	Andorra-Sierra de Arcos	Mujeres	337
Noviembre 2015	28	Bajo Aragón	Hombres	954
Noviembre 2015	28	Bajo Aragón	Mujeres	1188
Noviembre 2015	29	Comunidad de Teruel	Hombres	1321
Noviembre 2015	29	Comunidad de Teruel	Mujeres	1635
Noviembre 2015	30	Maestrazgo	Hombres	84
Noviembre 2015	30	Maestrazgo	Mujeres	83
Noviembre 2015	31	Sierra de Albarracín	Hombres	124
Noviembre 2015	31	Sierra de Albarracín	Mujeres	113
Noviembre 2015	32	Gúdar-Javalambre	Hombres	236
Noviembre 2015	32	Gúdar-Javalambre	Mujeres	277
Noviembre 2015	33	Matarraña / Matarranya	Hombres	162
Noviembre 2015	33	Matarraña / Matarranya	Mujeres	194
Octubre 2015	01	La Jacetania	Hombres	444
Octubre 2015	01	La Jacetania	Mujeres	514
Octubre 2015	02	Alto Gállego	Hombres	392
Octubre 2015	02	Alto Gállego	Mujeres	406
Octubre 2015	03	Sobrarbe	Hombres	170
Octubre 2015	03	Sobrarbe	Mujeres	125
Octubre 2015	04	La Ribagorza	Hombres	214
Octubre 2015	04	La Ribagorza	Mujeres	254
Octubre 2015	05	Cinco Villas	Hombres	773
Octubre 2015	05	Cinco Villas	Mujeres	1165
Octubre 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2052
Octubre 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2211
Octubre 2015	07	Somontano de Barbastro	Hombres	642
Octubre 2015	07	Somontano de Barbastro	Mujeres	785
Octubre 2015	08	Cinca Medio	Hombres	759
Octubre 2015	08	Cinca Medio	Mujeres	888
Octubre 2015	09	La Litera / La Llitera	Hombres	371
Octubre 2015	09	La Litera / La Llitera	Mujeres	434
Octubre 2015	10	Los Monegros	Hombres	342
Octubre 2015	10	Los Monegros	Mujeres	392
Octubre 2015	11	Bajo Cinca / Baix Cinca	Hombres	782
Octubre 2015	11	Bajo Cinca / Baix Cinca	Mujeres	936
Octubre 2015	12	Tarazona y el Moncayo	Hombres	428
Octubre 2015	12	Tarazona y el Moncayo	Mujeres	695
Octubre 2015	13	Campo de Borja	Hombres	368
Octubre 2015	13	Campo de Borja	Mujeres	452
Octubre 2015	14	Aranda	Hombres	220
Octubre 2015	14	Aranda	Mujeres	291
Octubre 2015	15	Ribera Alta del Ebro	Hombres	747
Octubre 2015	15	Ribera Alta del Ebro	Mujeres	1125
Octubre 2015	16	Valdejalón	Hombres	1019
Octubre 2015	16	Valdejalón	Mujeres	1259
Octubre 2015	17	D.C. Zaragoza	Hombres	24779
Octubre 2015	17	D.C. Zaragoza	Mujeres	31434
Octubre 2015	18	Ribera Baja del Ebro	Hombres	265
Octubre 2015	18	Ribera Baja del Ebro	Mujeres	331
Octubre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	510
Octubre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	668
Octubre 2015	20	Comunidad de Calatayud	Hombres	1353
Octubre 2015	20	Comunidad de Calatayud	Mujeres	1456
Octubre 2015	21	Campo de Cariñena	Hombres	288
Octubre 2015	21	Campo de Cariñena	Mujeres	281
Octubre 2015	22	Campo de Belchite	Hombres	111
Octubre 2015	22	Campo de Belchite	Mujeres	96
Octubre 2015	23	Bajo Martín	Hombres	153
Octubre 2015	23	Bajo Martín	Mujeres	186
Octubre 2015	24	Campo de Daroca	Hombres	89
Octubre 2015	24	Campo de Daroca	Mujeres	103
Octubre 2015	25	Jiloca	Hombres	327
Octubre 2015	25	Jiloca	Mujeres	310
Octubre 2015	26	Cuencas Mineras	Hombres	255
Octubre 2015	26	Cuencas Mineras	Mujeres	335
Octubre 2015	27	Andorra-Sierra de Arcos	Hombres	322
Octubre 2015	27	Andorra-Sierra de Arcos	Mujeres	349
Octubre 2015	28	Bajo Aragón	Hombres	909
Octubre 2015	28	Bajo Aragón	Mujeres	1046
Octubre 2015	29	Comunidad de Teruel	Hombres	1316
Octubre 2015	29	Comunidad de Teruel	Mujeres	1679
Octubre 2015	30	Maestrazgo	Hombres	73
Octubre 2015	30	Maestrazgo	Mujeres	72
Octubre 2015	31	Sierra de Albarracín	Hombres	111
Octubre 2015	31	Sierra de Albarracín	Mujeres	112
Octubre 2015	32	Gúdar-Javalambre	Hombres	217
Octubre 2015	32	Gúdar-Javalambre	Mujeres	288
Octubre 2015	33	Matarraña / Matarranya	Hombres	155
Octubre 2015	33	Matarraña / Matarranya	Mujeres	183
Septiembre 2015	01	La Jacetania	Hombres	433
Septiembre 2015	01	La Jacetania	Mujeres	515
Septiembre 2015	02	Alto Gállego	Hombres	384
Septiembre 2015	02	Alto Gállego	Mujeres	390
Septiembre 2015	03	Sobrarbe	Hombres	158
Septiembre 2015	03	Sobrarbe	Mujeres	105
Septiembre 2015	04	La Ribagorza	Hombres	220
Septiembre 2015	04	La Ribagorza	Mujeres	239
Septiembre 2015	05	Cinco Villas	Hombres	772
Septiembre 2015	05	Cinco Villas	Mujeres	1176
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2011
Septiembre 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2179
Septiembre 2015	07	Somontano de Barbastro	Hombres	638
Septiembre 2015	07	Somontano de Barbastro	Mujeres	780
Septiembre 2015	08	Cinca Medio	Hombres	763
Septiembre 2015	08	Cinca Medio	Mujeres	844
Septiembre 2015	09	La Litera / La Llitera	Hombres	381
Septiembre 2015	09	La Litera / La Llitera	Mujeres	446
Septiembre 2015	10	Los Monegros	Hombres	356
Septiembre 2015	10	Los Monegros	Mujeres	390
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Hombres	739
Septiembre 2015	11	Bajo Cinca / Baix Cinca	Mujeres	812
Septiembre 2015	12	Tarazona y el Moncayo	Hombres	411
Septiembre 2015	12	Tarazona y el Moncayo	Mujeres	679
Septiembre 2015	13	Campo de Borja	Hombres	387
Septiembre 2015	13	Campo de Borja	Mujeres	445
Septiembre 2015	14	Aranda	Hombres	197
Septiembre 2015	14	Aranda	Mujeres	277
Septiembre 2015	15	Ribera Alta del Ebro	Hombres	758
Septiembre 2015	15	Ribera Alta del Ebro	Mujeres	1126
Septiembre 2015	16	Valdejalón	Hombres	867
Septiembre 2015	16	Valdejalón	Mujeres	1095
Septiembre 2015	17	D.C. Zaragoza	Hombres	24748
Septiembre 2015	17	D.C. Zaragoza	Mujeres	31694
Septiembre 2015	18	Ribera Baja del Ebro	Hombres	258
Septiembre 2015	18	Ribera Baja del Ebro	Mujeres	323
Septiembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	483
Septiembre 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	539
Septiembre 2015	20	Comunidad de Calatayud	Hombres	1215
Septiembre 2015	20	Comunidad de Calatayud	Mujeres	1421
Septiembre 2015	21	Campo de Cariñena	Hombres	189
Septiembre 2015	21	Campo de Cariñena	Mujeres	256
Septiembre 2015	22	Campo de Belchite	Hombres	106
Septiembre 2015	22	Campo de Belchite	Mujeres	95
Septiembre 2015	23	Bajo Martín	Hombres	154
Septiembre 2015	23	Bajo Martín	Mujeres	175
Septiembre 2015	24	Campo de Daroca	Hombres	83
Septiembre 2015	24	Campo de Daroca	Mujeres	101
Septiembre 2015	25	Jiloca	Hombres	321
Septiembre 2015	25	Jiloca	Mujeres	295
Septiembre 2015	26	Cuencas Mineras	Hombres	252
Septiembre 2015	26	Cuencas Mineras	Mujeres	323
Septiembre 2015	27	Andorra-Sierra de Arcos	Hombres	308
Septiembre 2015	27	Andorra-Sierra de Arcos	Mujeres	334
Septiembre 2015	28	Bajo Aragón	Hombres	814
Septiembre 2015	28	Bajo Aragón	Mujeres	956
Septiembre 2015	29	Comunidad de Teruel	Hombres	1257
Septiembre 2015	29	Comunidad de Teruel	Mujeres	1596
Septiembre 2015	30	Maestrazgo	Hombres	67
Septiembre 2015	30	Maestrazgo	Mujeres	72
Septiembre 2015	31	Sierra de Albarracín	Hombres	97
Septiembre 2015	31	Sierra de Albarracín	Mujeres	107
Septiembre 2015	32	Gúdar-Javalambre	Hombres	202
Septiembre 2015	32	Gúdar-Javalambre	Mujeres	270
Septiembre 2015	33	Matarraña / Matarranya	Hombres	159
Septiembre 2015	33	Matarraña / Matarranya	Mujeres	183
Agosto 2015	01	La Jacetania	Hombres	393
Agosto 2015	01	La Jacetania	Mujeres	480
Agosto 2015	02	Alto Gállego	Hombres	355
Agosto 2015	02	Alto Gállego	Mujeres	341
Agosto 2015	03	Sobrarbe	Hombres	135
Agosto 2015	03	Sobrarbe	Mujeres	114
Agosto 2015	04	La Ribagorza	Hombres	195
Agosto 2015	04	La Ribagorza	Mujeres	211
Agosto 2015	05	Cinco Villas	Hombres	788
Agosto 2015	05	Cinco Villas	Mujeres	1162
Agosto 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2076
Agosto 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2317
Agosto 2015	07	Somontano de Barbastro	Hombres	628
Agosto 2015	07	Somontano de Barbastro	Mujeres	783
Agosto 2015	08	Cinca Medio	Hombres	696
Agosto 2015	08	Cinca Medio	Mujeres	878
Agosto 2015	09	La Litera / La Llitera	Hombres	364
Agosto 2015	09	La Litera / La Llitera	Mujeres	439
Agosto 2015	10	Los Monegros	Hombres	366
Agosto 2015	10	Los Monegros	Mujeres	413
Agosto 2015	11	Bajo Cinca / Baix Cinca	Hombres	504
Agosto 2015	11	Bajo Cinca / Baix Cinca	Mujeres	647
Agosto 2015	12	Tarazona y el Moncayo	Hombres	394
Agosto 2015	12	Tarazona y el Moncayo	Mujeres	684
Agosto 2015	13	Campo de Borja	Hombres	431
Agosto 2015	13	Campo de Borja	Mujeres	463
Agosto 2015	14	Aranda	Hombres	180
Agosto 2015	14	Aranda	Mujeres	260
Agosto 2015	15	Ribera Alta del Ebro	Hombres	774
Agosto 2015	15	Ribera Alta del Ebro	Mujeres	1120
Agosto 2015	16	Valdejalón	Hombres	834
Agosto 2015	16	Valdejalón	Mujeres	1056
Agosto 2015	17	D.C. Zaragoza	Hombres	25553
Agosto 2015	17	D.C. Zaragoza	Mujeres	33033
Agosto 2015	18	Ribera Baja del Ebro	Hombres	249
Agosto 2015	18	Ribera Baja del Ebro	Mujeres	332
Agosto 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	411
Agosto 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	525
Agosto 2015	20	Comunidad de Calatayud	Hombres	1208
Agosto 2015	20	Comunidad de Calatayud	Mujeres	1401
Agosto 2015	21	Campo de Cariñena	Hombres	248
Agosto 2015	21	Campo de Cariñena	Mujeres	250
Agosto 2015	22	Campo de Belchite	Hombres	102
Agosto 2015	22	Campo de Belchite	Mujeres	98
Agosto 2015	23	Bajo Martín	Hombres	172
Agosto 2015	23	Bajo Martín	Mujeres	179
Agosto 2015	24	Campo de Daroca	Hombres	84
Agosto 2015	24	Campo de Daroca	Mujeres	101
Agosto 2015	25	Jiloca	Hombres	327
Agosto 2015	25	Jiloca	Mujeres	297
Agosto 2015	26	Cuencas Mineras	Hombres	263
Agosto 2015	26	Cuencas Mineras	Mujeres	322
Agosto 2015	27	Andorra-Sierra de Arcos	Hombres	317
Agosto 2015	27	Andorra-Sierra de Arcos	Mujeres	343
Agosto 2015	28	Bajo Aragón	Hombres	891
Agosto 2015	28	Bajo Aragón	Mujeres	1071
Agosto 2015	29	Comunidad de Teruel	Hombres	1339
Agosto 2015	29	Comunidad de Teruel	Mujeres	1726
Agosto 2015	30	Maestrazgo	Hombres	77
Agosto 2015	30	Maestrazgo	Mujeres	76
Agosto 2015	31	Sierra de Albarracín	Hombres	107
Agosto 2015	31	Sierra de Albarracín	Mujeres	100
Agosto 2015	32	Gúdar-Javalambre	Hombres	199
Agosto 2015	32	Gúdar-Javalambre	Mujeres	247
Agosto 2015	33	Matarraña / Matarranya	Hombres	182
Agosto 2015	33	Matarraña / Matarranya	Mujeres	189
Julio 2015	01	La Jacetania	Hombres	394
Julio 2015	01	La Jacetania	Mujeres	470
Julio 2015	02	Alto Gállego	Hombres	357
Julio 2015	02	Alto Gállego	Mujeres	336
Julio 2015	03	Sobrarbe	Hombres	143
Julio 2015	03	Sobrarbe	Mujeres	102
Julio 2015	04	La Ribagorza	Hombres	196
Julio 2015	04	La Ribagorza	Mujeres	215
Julio 2015	05	Cinco Villas	Hombres	814
Julio 2015	05	Cinco Villas	Mujeres	1217
Julio 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2038
Julio 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2240
Julio 2015	07	Somontano de Barbastro	Hombres	629
Julio 2015	07	Somontano de Barbastro	Mujeres	744
Julio 2015	08	Cinca Medio	Hombres	706
Julio 2015	08	Cinca Medio	Mujeres	849
Julio 2015	09	La Litera / La Llitera	Hombres	371
Julio 2015	09	La Litera / La Llitera	Mujeres	441
Julio 2015	10	Los Monegros	Hombres	364
Julio 2015	10	Los Monegros	Mujeres	390
Julio 2015	11	Bajo Cinca / Baix Cinca	Hombres	404
Julio 2015	11	Bajo Cinca / Baix Cinca	Mujeres	584
Julio 2015	12	Tarazona y el Moncayo	Hombres	397
Julio 2015	12	Tarazona y el Moncayo	Mujeres	705
Julio 2015	13	Campo de Borja	Hombres	436
Julio 2015	13	Campo de Borja	Mujeres	466
Julio 2015	14	Aranda	Hombres	181
Julio 2015	14	Aranda	Mujeres	252
Julio 2015	15	Ribera Alta del Ebro	Hombres	756
Julio 2015	15	Ribera Alta del Ebro	Mujeres	1081
Julio 2015	16	Valdejalón	Hombres	857
Julio 2015	16	Valdejalón	Mujeres	1097
Julio 2015	17	D.C. Zaragoza	Hombres	25656
Julio 2015	17	D.C. Zaragoza	Mujeres	32434
Julio 2015	18	Ribera Baja del Ebro	Hombres	252
Julio 2015	18	Ribera Baja del Ebro	Mujeres	315
Julio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	358
Julio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	528
Julio 2015	20	Comunidad de Calatayud	Hombres	1391
Julio 2015	20	Comunidad de Calatayud	Mujeres	1430
Julio 2015	21	Campo de Cariñena	Hombres	271
Julio 2015	21	Campo de Cariñena	Mujeres	274
Julio 2015	22	Campo de Belchite	Hombres	103
Julio 2015	22	Campo de Belchite	Mujeres	101
Julio 2015	23	Bajo Martín	Hombres	182
Julio 2015	23	Bajo Martín	Mujeres	172
Julio 2015	24	Campo de Daroca	Hombres	82
Julio 2015	24	Campo de Daroca	Mujeres	99
Julio 2015	25	Jiloca	Hombres	299
Julio 2015	25	Jiloca	Mujeres	307
Julio 2015	26	Cuencas Mineras	Hombres	259
Julio 2015	26	Cuencas Mineras	Mujeres	315
Julio 2015	27	Andorra-Sierra de Arcos	Hombres	307
Julio 2015	27	Andorra-Sierra de Arcos	Mujeres	336
Julio 2015	28	Bajo Aragón	Hombres	890
Julio 2015	28	Bajo Aragón	Mujeres	1038
Julio 2015	29	Comunidad de Teruel	Hombres	1329
Julio 2015	29	Comunidad de Teruel	Mujeres	1692
Julio 2015	30	Maestrazgo	Hombres	72
Julio 2015	30	Maestrazgo	Mujeres	69
Julio 2015	31	Sierra de Albarracín	Hombres	100
Julio 2015	31	Sierra de Albarracín	Mujeres	102
Julio 2015	32	Gúdar-Javalambre	Hombres	203
Julio 2015	32	Gúdar-Javalambre	Mujeres	257
Julio 2015	33	Matarraña / Matarranya	Hombres	167
Julio 2015	33	Matarraña / Matarranya	Mujeres	182
Junio 2015	01	La Jacetania	Hombres	442
Junio 2015	01	La Jacetania	Mujeres	519
Junio 2015	02	Alto Gállego	Hombres	409
Junio 2015	02	Alto Gállego	Mujeres	368
Junio 2015	03	Sobrarbe	Hombres	175
Junio 2015	03	Sobrarbe	Mujeres	121
Junio 2015	04	La Ribagorza	Hombres	227
Junio 2015	04	La Ribagorza	Mujeres	228
Junio 2015	05	Cinco Villas	Hombres	836
Junio 2015	05	Cinco Villas	Mujeres	1243
Junio 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2113
Junio 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2176
Junio 2015	07	Somontano de Barbastro	Hombres	675
Junio 2015	07	Somontano de Barbastro	Mujeres	781
Junio 2015	08	Cinca Medio	Hombres	773
Junio 2015	08	Cinca Medio	Mujeres	852
Junio 2015	09	La Litera / La Llitera	Hombres	407
Junio 2015	09	La Litera / La Llitera	Mujeres	463
Junio 2015	10	Los Monegros	Hombres	369
Junio 2015	10	Los Monegros	Mujeres	390
Junio 2015	11	Bajo Cinca / Baix Cinca	Hombres	420
Junio 2015	11	Bajo Cinca / Baix Cinca	Mujeres	583
Junio 2015	12	Tarazona y el Moncayo	Hombres	424
Junio 2015	12	Tarazona y el Moncayo	Mujeres	734
Junio 2015	13	Campo de Borja	Hombres	434
Junio 2015	13	Campo de Borja	Mujeres	496
Junio 2015	14	Aranda	Hombres	180
Junio 2015	14	Aranda	Mujeres	242
Junio 2015	15	Ribera Alta del Ebro	Hombres	828
Junio 2015	15	Ribera Alta del Ebro	Mujeres	1097
Junio 2015	16	Valdejalón	Hombres	780
Junio 2015	16	Valdejalón	Mujeres	1044
Junio 2015	17	D.C. Zaragoza	Hombres	26182
Junio 2015	17	D.C. Zaragoza	Mujeres	32082
Junio 2015	18	Ribera Baja del Ebro	Hombres	285
Junio 2015	18	Ribera Baja del Ebro	Mujeres	350
Junio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	408
Junio 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	538
Junio 2015	20	Comunidad de Calatayud	Hombres	1233
Junio 2015	20	Comunidad de Calatayud	Mujeres	1410
Junio 2015	21	Campo de Cariñena	Hombres	256
Junio 2015	21	Campo de Cariñena	Mujeres	281
Junio 2015	22	Campo de Belchite	Hombres	110
Junio 2015	22	Campo de Belchite	Mujeres	102
Junio 2015	23	Bajo Martín	Hombres	182
Junio 2015	23	Bajo Martín	Mujeres	184
Junio 2015	24	Campo de Daroca	Hombres	93
Junio 2015	24	Campo de Daroca	Mujeres	104
Junio 2015	25	Jiloca	Hombres	305
Junio 2015	25	Jiloca	Mujeres	321
Junio 2015	26	Cuencas Mineras	Hombres	281
Junio 2015	26	Cuencas Mineras	Mujeres	324
Junio 2015	27	Andorra-Sierra de Arcos	Hombres	312
Junio 2015	27	Andorra-Sierra de Arcos	Mujeres	327
Junio 2015	28	Bajo Aragón	Hombres	918
Junio 2015	28	Bajo Aragón	Mujeres	1056
Junio 2015	29	Comunidad de Teruel	Hombres	1370
Junio 2015	29	Comunidad de Teruel	Mujeres	1720
Junio 2015	30	Maestrazgo	Hombres	86
Junio 2015	30	Maestrazgo	Mujeres	76
Junio 2015	31	Sierra de Albarracín	Hombres	126
Junio 2015	31	Sierra de Albarracín	Mujeres	116
Junio 2015	32	Gúdar-Javalambre	Hombres	221
Junio 2015	32	Gúdar-Javalambre	Mujeres	288
Junio 2015	33	Matarraña / Matarranya	Hombres	177
Junio 2015	33	Matarraña / Matarranya	Mujeres	176
Mayo 2015	01	La Jacetania	Hombres	483
Mayo 2015	01	La Jacetania	Mujeres	556
Mayo 2015	02	Alto Gállego	Hombres	417
Mayo 2015	02	Alto Gállego	Mujeres	402
Mayo 2015	03	Sobrarbe	Hombres	182
Mayo 2015	03	Sobrarbe	Mujeres	144
Mayo 2015	04	La Ribagorza	Hombres	241
Mayo 2015	04	La Ribagorza	Mujeres	261
Mayo 2015	05	Cinco Villas	Hombres	871
Mayo 2015	05	Cinco Villas	Mujeres	1264
Mayo 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	2103
Mayo 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	2197
Mayo 2015	07	Somontano de Barbastro	Hombres	670
Mayo 2015	07	Somontano de Barbastro	Mujeres	812
Mayo 2015	08	Cinca Medio	Hombres	748
Mayo 2015	08	Cinca Medio	Mujeres	880
Mayo 2015	09	La Litera / La Llitera	Hombres	392
Mayo 2015	09	La Litera / La Llitera	Mujeres	479
Mayo 2015	10	Los Monegros	Hombres	359
Mayo 2015	10	Los Monegros	Mujeres	398
Mayo 2015	11	Bajo Cinca / Baix Cinca	Hombres	482
Mayo 2015	11	Bajo Cinca / Baix Cinca	Mujeres	657
Mayo 2015	12	Tarazona y el Moncayo	Hombres	447
Mayo 2015	12	Tarazona y el Moncayo	Mujeres	757
Mayo 2015	13	Campo de Borja	Hombres	441
Mayo 2015	13	Campo de Borja	Mujeres	489
Mayo 2015	14	Aranda	Hombres	232
Mayo 2015	14	Aranda	Mujeres	278
Mayo 2015	15	Ribera Alta del Ebro	Hombres	880
Mayo 2015	15	Ribera Alta del Ebro	Mujeres	1168
Mayo 2015	16	Valdejalón	Hombres	906
Mayo 2015	16	Valdejalón	Mujeres	1169
Mayo 2015	17	D.C. Zaragoza	Hombres	27062
Mayo 2015	17	D.C. Zaragoza	Mujeres	32500
Mayo 2015	18	Ribera Baja del Ebro	Hombres	277
Mayo 2015	18	Ribera Baja del Ebro	Mujeres	355
Mayo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	354
Mayo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	596
Mayo 2015	20	Comunidad de Calatayud	Hombres	1407
Mayo 2015	20	Comunidad de Calatayud	Mujeres	1509
Mayo 2015	21	Campo de Cariñena	Hombres	263
Mayo 2015	21	Campo de Cariñena	Mujeres	304
Mayo 2015	22	Campo de Belchite	Hombres	110
Mayo 2015	22	Campo de Belchite	Mujeres	95
Mayo 2015	23	Bajo Martín	Hombres	198
Mayo 2015	23	Bajo Martín	Mujeres	183
Mayo 2015	24	Campo de Daroca	Hombres	93
Mayo 2015	24	Campo de Daroca	Mujeres	109
Mayo 2015	25	Jiloca	Hombres	333
Mayo 2015	25	Jiloca	Mujeres	317
Mayo 2015	26	Cuencas Mineras	Hombres	285
Mayo 2015	26	Cuencas Mineras	Mujeres	328
Mayo 2015	27	Andorra-Sierra de Arcos	Hombres	354
Mayo 2015	27	Andorra-Sierra de Arcos	Mujeres	338
Mayo 2015	28	Bajo Aragón	Hombres	907
Mayo 2015	28	Bajo Aragón	Mujeres	1084
