Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Diciembre 2010	90	Actividades de creación, artísticas y espectáculos	1105
Diciembre 2010	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	289
Diciembre 2010	92	Actividades de juegos de azar y apuestas	1147
Diciembre 2010	93	Actividades deportivas, recreativas y de entretenimiento	4854
Diciembre 2010	94	Actividades asociativas	5152
Diciembre 2010	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3148
Diciembre 2010	96	Otros servicios personales	8274
Diciembre 2010	97	Actividades de los hogares como empleadores de personal doméstico	8267
Diciembre 2010	99	Actividades de organizaciones y organismos extraterritoriales	9
Diciembre 2010		Sin clasificar	525
Septiembre 2010	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	36732
Septiembre 2010	02	Silvicultura y explotación forestal	1445
Septiembre 2010	03	Pesca y acuicultura	208
Septiembre 2010	05	Extracción de antracita, hulla y lignito	455
Septiembre 2010	07	Extracción de minerales metálicos	61
Septiembre 2010	08	Otras industrias extractivas	1089
Septiembre 2010	09	Actividades de apoyo a las industrias extractivas	9
Septiembre 2010	10	Industria de la alimentación	11496
Septiembre 2010	11	Fabricación de bebidas	1610
Septiembre 2010	12	Industria del tabaco	1
Septiembre 2010	13	Industria textil	654
Septiembre 2010	14	Confección de prendas de vestir	2037
Septiembre 2010	15	Industria del cuero y del calzado	1270
Septiembre 2010	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2558
Septiembre 2010	17	Industria del papel	2732
Septiembre 2010	18	Artes gráficas y reproducción de soportes grabados	1886
Septiembre 2010	19	Coquerías y refino de petróleo	16
Septiembre 2010	20	Industria química	3473
Septiembre 2010	21	Fabricación de productos farmacéuticos	1090
Septiembre 2010	22	Fabricación de productos de caucho y plásticos	4695
Septiembre 2010	23	Fabricación de otros productos minerales no metálicos	4690
Septiembre 2010	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2957
Septiembre 2010	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10427
Septiembre 2010	26	Fabricación de productos informáticos, electrónicos y ópticos	1473
Septiembre 2010	27	Fabricación de material y equipo eléctrico	5575
Septiembre 2010	28	Fabricación de maquinaria y equipo n.c.o.p.	7176
Septiembre 2010	29	Fabricación de vehículos de motor, remolques y semirremolques	15987
Septiembre 2010	30	Fabricación de otro material de transporte	1235
Septiembre 2010	31	Fabricación de muebles	4457
Septiembre 2010	32	Otras industrias manufactureras	1610
Septiembre 2010	33	Reparación e instalación de maquinaria y equipo	2354
Septiembre 2010	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1557
Septiembre 2010	36	Captación, depuración y distribución de agua	1565
Septiembre 2010	37	Recogida y tratamiento de aguas residuales	124
Septiembre 2010	38	Recogida, tratamiento y eliminación de residuos; valorización	2946
Septiembre 2010	39	Actividades de descontaminación y otros servicios de gestión de residuos	26
Septiembre 2010	41	Construcción de edificios	18774
Septiembre 2010	42	Ingeniería civil	2649
Septiembre 2010	43	Actividades de construcción especializada	27385
Septiembre 2010	45	Venta y reparación de vehículos de motor y motocicletas	9412
Septiembre 2010	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25933
Septiembre 2010	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49152
Septiembre 2010	49	Transporte terrestre y por tubería	21081
Septiembre 2010	50	Transporte marítimo y por vías navegables interiores	8
Septiembre 2010	51	Transporte aéreo	61
Septiembre 2010	52	Almacenamiento y actividades anexas al transporte	4046
Septiembre 2010	53	Actividades postales y de correos	1953
Septiembre 2010	55	Servicios de alojamiento	5960
Septiembre 2010	56	Servicios de comidas y bebidas	28766
Septiembre 2010	58	Edición	1515
Septiembre 2010	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1136
Septiembre 2010	60	Actividades de programación y emisión de radio y televisión	389
Septiembre 2010	61	Telecomunicaciones	2145
Septiembre 2010	62	Programación, consultoría y otras actividades relacionadas con la informática	3906
Septiembre 2010	63	Servicios de información	311
Septiembre 2010	64	Servicios financieros, excepto seguros y fondos de pensiones	8378
Septiembre 2010	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1281
Septiembre 2010	66	Actividades auxiliares a los servicios financieros y a los seguros	2344
Septiembre 2010	68	Actividades inmobiliarias	2286
Septiembre 2010	69	Actividades jurídicas y de contabilidad	7115
Septiembre 2010	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1582
Septiembre 2010	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5935
Septiembre 2010	72	Investigación y desarrollo	1622
Septiembre 2010	73	Publicidad y estudios de mercado	1675
Septiembre 2010	74	Otras actividades profesionales, científicas y técnicas	1996
Septiembre 2010	75	Actividades veterinarias	548
Septiembre 2010	77	Actividades de alquiler	2633
Septiembre 2010	78	Actividades relacionadas con el empleo	3999
Septiembre 2010	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1089
Septiembre 2010	80	Actividades de seguridad e investigación	2560
Septiembre 2010	81	Servicios a edificios y actividades de jardinería	16488
Septiembre 2010	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	3777
Septiembre 2010	84	Administración Pública y defensa; Seguridad Social obligatoria	34953
Septiembre 2010	85	Educación	17617
Septiembre 2010	86	Actividades sanitarias	29965
Septiembre 2010	87	Asistencia en establecimientos residenciales	9305
Septiembre 2010	88	Actividades de servicios sociales sin alojamiento	4935
Septiembre 2010	90	Actividades de creación, artísticas y espectáculos	1129
Septiembre 2010	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	302
Septiembre 2010	92	Actividades de juegos de azar y apuestas	1142
Septiembre 2010	93	Actividades deportivas, recreativas y de entretenimiento	3372
Septiembre 2010	94	Actividades asociativas	4925
Septiembre 2010	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3195
Septiembre 2010	96	Otros servicios personales	8322
Septiembre 2010	97	Actividades de los hogares como empleadores de personal doméstico	8244
Septiembre 2010	99	Actividades de organizaciones y organismos extraterritoriales	8
Septiembre 2010		Sin clasificar	416
Junio 2010	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	36842
Junio 2010	02	Silvicultura y explotación forestal	1591
Junio 2010	03	Pesca y acuicultura	212
Junio 2010	05	Extracción de antracita, hulla y lignito	463
Junio 2010	07	Extracción de minerales metálicos	62
Junio 2010	08	Otras industrias extractivas	1119
Junio 2010	09	Actividades de apoyo a las industrias extractivas	9
Junio 2010	10	Industria de la alimentación	11156
Junio 2010	11	Fabricación de bebidas	1482
Junio 2010	12	Industria del tabaco	1
Junio 2010	13	Industria textil	684
Junio 2010	14	Confección de prendas de vestir	2228
Junio 2010	15	Industria del cuero y del calzado	1394
Junio 2010	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2615
Junio 2010	17	Industria del papel	2724
Junio 2010	18	Artes gráficas y reproducción de soportes grabados	1931
Junio 2010	19	Coquerías y refino de petróleo	17
Junio 2010	20	Industria química	3522
Junio 2010	21	Fabricación de productos farmacéuticos	799
Junio 2010	22	Fabricación de productos de caucho y plásticos	4658
Junio 2010	23	Fabricación de otros productos minerales no metálicos	4660
Junio 2010	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2929
Junio 2010	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10629
Junio 2010	26	Fabricación de productos informáticos, electrónicos y ópticos	1466
Junio 2010	27	Fabricación de material y equipo eléctrico	5436
Junio 2010	28	Fabricación de maquinaria y equipo n.c.o.p.	7251
Junio 2010	29	Fabricación de vehículos de motor, remolques y semirremolques	16062
Junio 2010	30	Fabricación de otro material de transporte	1254
Junio 2010	31	Fabricación de muebles	4648
Junio 2010	32	Otras industrias manufactureras	1543
Junio 2010	33	Reparación e instalación de maquinaria y equipo	2381
Junio 2010	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1552
Junio 2010	36	Captación, depuración y distribución de agua	1664
Junio 2010	37	Recogida y tratamiento de aguas residuales	113
Junio 2010	38	Recogida, tratamiento y eliminación de residuos; valorización	2946
Junio 2010	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Junio 2010	41	Construcción de edificios	19722
Junio 2010	42	Ingeniería civil	2885
Junio 2010	43	Actividades de construcción especializada	28304
Junio 2010	45	Venta y reparación de vehículos de motor y motocicletas	9496
Junio 2010	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25486
Junio 2010	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49738
Junio 2010	49	Transporte terrestre y por tubería	20961
Junio 2010	50	Transporte marítimo y por vías navegables interiores	9
Junio 2010	51	Transporte aéreo	57
Junio 2010	52	Almacenamiento y actividades anexas al transporte	4006
Junio 2010	53	Actividades postales y de correos	1711
Junio 2010	55	Servicios de alojamiento	6349
Junio 2010	56	Servicios de comidas y bebidas	27483
Junio 2010	58	Edición	1556
Junio 2010	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1228
Junio 2010	60	Actividades de programación y emisión de radio y televisión	382
Junio 2010	61	Telecomunicaciones	2126
Junio 2010	62	Programación, consultoría y otras actividades relacionadas con la informática	5250
Junio 2010	63	Servicios de información	304
Junio 2010	64	Servicios financieros, excepto seguros y fondos de pensiones	8386
Junio 2010	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1280
Junio 2010	66	Actividades auxiliares a los servicios financieros y a los seguros	2342
Junio 2010	68	Actividades inmobiliarias	2307
Junio 2010	69	Actividades jurídicas y de contabilidad	7197
Junio 2010	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1592
Junio 2010	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	6110
Junio 2010	72	Investigación y desarrollo	1639
Junio 2010	73	Publicidad y estudios de mercado	1703
Junio 2010	74	Otras actividades profesionales, científicas y técnicas	1958
Junio 2010	75	Actividades veterinarias	547
Junio 2010	77	Actividades de alquiler	2775
Junio 2010	78	Actividades relacionadas con el empleo	3906
Junio 2010	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1145
Junio 2010	80	Actividades de seguridad e investigación	2471
Junio 2010	81	Servicios a edificios y actividades de jardinería	16216
Junio 2010	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	3628
Junio 2010	84	Administración Pública y defensa; Seguridad Social obligatoria	34924
Junio 2010	85	Educación	16995
Junio 2010	86	Actividades sanitarias	30572
Junio 2010	87	Asistencia en establecimientos residenciales	9090
Junio 2010	88	Actividades de servicios sociales sin alojamiento	4954
Junio 2010	90	Actividades de creación, artísticas y espectáculos	1123
Junio 2010	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	320
Junio 2010	92	Actividades de juegos de azar y apuestas	1133
Junio 2010	93	Actividades deportivas, recreativas y de entretenimiento	3901
Junio 2010	94	Actividades asociativas	4869
Junio 2010	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3263
Junio 2010	96	Otros servicios personales	8404
Junio 2010	97	Actividades de los hogares como empleadores de personal doméstico	8213
Junio 2010	99	Actividades de organizaciones y organismos extraterritoriales	8
Junio 2010		Sin clasificar	367
Marzo 2010	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32865
Marzo 2010	02	Silvicultura y explotación forestal	983
Marzo 2010	03	Pesca y acuicultura	219
Marzo 2010	05	Extracción de antracita, hulla y lignito	474
Marzo 2010	07	Extracción de minerales metálicos	57
Marzo 2010	08	Otras industrias extractivas	1073
Marzo 2010	09	Actividades de apoyo a las industrias extractivas	9
Marzo 2010	10	Industria de la alimentación	10992
Marzo 2010	11	Fabricación de bebidas	1482
Marzo 2010	12	Industria del tabaco	1
Marzo 2010	13	Industria textil	632
Marzo 2010	14	Confección de prendas de vestir	2223
Marzo 2010	15	Industria del cuero y del calzado	1184
Marzo 2010	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2576
Marzo 2010	17	Industria del papel	2713
Marzo 2010	18	Artes gráficas y reproducción de soportes grabados	1934
Marzo 2010	19	Coquerías y refino de petróleo	3
Marzo 2010	20	Industria química	3536
Marzo 2010	21	Fabricación de productos farmacéuticos	1123
Marzo 2010	22	Fabricación de productos de caucho y plásticos	4618
Marzo 2010	23	Fabricación de otros productos minerales no metálicos	4629
Marzo 2010	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2934
Marzo 2010	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10474
Marzo 2010	26	Fabricación de productos informáticos, electrónicos y ópticos	1470
Marzo 2010	27	Fabricación de material y equipo eléctrico	5345
Marzo 2010	28	Fabricación de maquinaria y equipo n.c.o.p.	7392
Marzo 2010	29	Fabricación de vehículos de motor, remolques y semirremolques	15796
Marzo 2010	30	Fabricación de otro material de transporte	1280
Marzo 2010	31	Fabricación de muebles	4613
Marzo 2010	32	Otras industrias manufactureras	1560
Marzo 2010	33	Reparación e instalación de maquinaria y equipo	2394
Marzo 2010	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1588
Marzo 2010	36	Captación, depuración y distribución de agua	1644
Marzo 2010	37	Recogida y tratamiento de aguas residuales	109
Marzo 2010	38	Recogida, tratamiento y eliminación de residuos; valorización	2842
Marzo 2010	39	Actividades de descontaminación y otros servicios de gestión de residuos	21
Marzo 2010	41	Construcción de edificios	19240
Marzo 2010	42	Ingeniería civil	2932
Marzo 2010	43	Actividades de construcción especializada	27859
Marzo 2010	45	Venta y reparación de vehículos de motor y motocicletas	9456
Marzo 2010	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24456
Marzo 2010	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	48893
Marzo 2010	49	Transporte terrestre y por tubería	21222
Marzo 2010	50	Transporte marítimo y por vías navegables interiores	2
Marzo 2010	51	Transporte aéreo	72
Marzo 2010	52	Almacenamiento y actividades anexas al transporte	4042
Marzo 2010	53	Actividades postales y de correos	1807
Marzo 2010	55	Servicios de alojamiento	6332
Marzo 2010	56	Servicios de comidas y bebidas	28372
Marzo 2010	58	Edición	1549
Marzo 2010	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1163
Marzo 2010	60	Actividades de programación y emisión de radio y televisión	366
Marzo 2010	61	Telecomunicaciones	2112
Marzo 2010	62	Programación, consultoría y otras actividades relacionadas con la informática	5232
Marzo 2010	63	Servicios de información	273
Marzo 2010	64	Servicios financieros, excepto seguros y fondos de pensiones	8434
Marzo 2010	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1300
Marzo 2010	66	Actividades auxiliares a los servicios financieros y a los seguros	2337
Marzo 2010	68	Actividades inmobiliarias	2308
Marzo 2010	69	Actividades jurídicas y de contabilidad	7134
Marzo 2010	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1659
Marzo 2010	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	6123
Marzo 2010	72	Investigación y desarrollo	1620
Marzo 2010	73	Publicidad y estudios de mercado	1680
Marzo 2010	74	Otras actividades profesionales, científicas y técnicas	1920
Marzo 2010	75	Actividades veterinarias	545
Marzo 2010	77	Actividades de alquiler	2922
Marzo 2010	78	Actividades relacionadas con el empleo	2834
Marzo 2010	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1106
Marzo 2010	80	Actividades de seguridad e investigación	2500
Marzo 2010	81	Servicios a edificios y actividades de jardinería	15957
Marzo 2010	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	2864
Marzo 2010	84	Administración Pública y defensa; Seguridad Social obligatoria	35536
Marzo 2010	85	Educación	19136
Marzo 2010	86	Actividades sanitarias	29167
Marzo 2010	87	Asistencia en establecimientos residenciales	8772
Marzo 2010	88	Actividades de servicios sociales sin alojamiento	5066
Marzo 2010	90	Actividades de creación, artísticas y espectáculos	1094
Marzo 2010	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	362
Marzo 2010	92	Actividades de juegos de azar y apuestas	1125
Marzo 2010	93	Actividades deportivas, recreativas y de entretenimiento	4748
Marzo 2010	94	Actividades asociativas	5095
Marzo 2010	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3284
Marzo 2010	96	Otros servicios personales	8310
Marzo 2010	97	Actividades de los hogares como empleadores de personal doméstico	8149
Marzo 2010	99	Actividades de organizaciones y organismos extraterritoriales	7
Marzo 2010		Sin clasificar	354
